Year,Units,Value
2015,Número Total,170328
2016,Número Total,169984
2017,Número Total,181436
2018,Número Total,211376
2019,Número Total,214978
2020,Número Total,120262
2021,Número Total,133579
2022,Número Total,176493
2023,Número Total,189249
2024,Número Total,180099
2025,Número Total,169082
