Year,Units,Value
2016,m3,0.18
2017,m3,0.77
2018,m3,1.21
2019,m3,2.9
2020,m3,3.63
2021,m3,5.58
2022,m3,4.99
2023,m3,4.49
2024,m3,4.94
2025,m3,4.75
