Year,Units,Value
2015,Percentatge,16.2
2016,Percentatge,20.7
2017,Percentatge,16.5
2018,Percentatge,21.2
2019,Percentatge,16.7
2020,Percentatge,20.2
2021,Percentatge,18.3
2022,Percentatge,15.9
2023,Percentatge,16.5
