Year,Units,Value
2015,Tasa por 1.000,1.2
2016,Tasa por 1.000,1.0
2017,Tasa por 1.000,1.4
2018,Tasa por 1.000,1.4
2019,Tasa por 1.000,2.5
2020,Tasa por 1.000,1.9
2021,Tasa por 1.000,0.7
2022,Tasa por 1.000,2.2
2023,Tasa por 1.000,2.1
