Year,Units,Value
2015,Percentatge,35.6
2016,Percentatge,35.3
2017,Percentatge,35.7
2018,Percentatge,37.3
2019,Percentatge,38.3
2020,Percentatge,39.2
2021,Percentatge,39.5
2022,Percentatge,39.4
2023,Percentatge,40.7
2024,Percentatge,41.3
2025,Percentatge,41.3
