Year,Units,Value
2015,Toneladas,7874
2016,Toneladas,8533
2017,Toneladas,8456
2018,Toneladas,9161
2019,Toneladas,8114
2020,Toneladas,10774
2021,Toneladas,10880
2022,Toneladas,10650
2023,Toneladas,10966
2024,Toneladas,9590
2025,Toneladas,7936
