Year,Units,Value
2016-2017,Percentatge,2.0
2017-2018,Percentatge,2.0
2018-2019,Percentatge,2.8
2019-2020,Percentatge,4.4
2020-2021,Percentatge,4.8
2021-2022,Percentatge,5.5
2022-2023,Percentatge,6.2
