Year,Units,Value
2015,Nombre Total,3098
2016,Nombre Total,2691
2017,Nombre Total,2519
2018,Nombre Total,2381
2019,Nombre Total,2125
2020,Nombre Total,1028
2021,Nombre Total,1755
