Year,Units,Value
2015,Percentatge,36.24
2016,Percentatge,35.96
2017,Percentatge,36.39
2018,Percentatge,37.66
2019,Percentatge,39.47
2020,Percentatge,39.5
2021,Percentatge,39.75
