Year,Units,Value
2015,Porcentaje,16.2
2016,Porcentaje,20.7
2017,Porcentaje,16.5
2018,Porcentaje,21.2
2019,Porcentaje,16.7
2020,Porcentaje,20.2
2021,Porcentaje,18.3
2022,Porcentaje,15.9
2023,Porcentaje,16.5
