Year,Units,Value
2015,Percentatge,41.8
2016,Percentatge,39.1
2017,Percentatge,40.4
2018,Percentatge,42.9
2019,Percentatge,39.9
2020,Percentatge,40.0
2021,Percentatge,40.1
2022,Percentatge,39.9
