Year,Units,Value
2015,Nombre Total,174486
2016,Nombre Total,176232
2017,Nombre Total,189326
2018,Nombre Total,221190
2019,Nombre Total,226352
2020,Nombre Total,133303
2021,Nombre Total,146510
2022,Nombre Total,193252
2023,Nombre Total,209809
2024,Nombre Total,199928
