Year,Value,Units
2015,1.28,Kg/inhabitant/day
2016,1.3,Kg/inhabitant/day
2017,1.3,Kg/inhabitant/day
2018,1.35,Kg/inhabitant/day
2019,1.34,Kg/inhabitant/day
2020,1.19,Kg/inhabitant/day
2021,1.22,Kg/inhabitant/day
2022,1.26,Kg/inhabitant/day
2023,1.23,Kg/inhabitant/day
2024,1.24,Kg/inhabitant/day
