Year,Value,Units
2016-2017,6.0,Ratio 80/20
2017-2018,6.2,Ratio 80/20
2018-2019,6.2,Ratio 80/20
2019-2020,5.7,Ratio 80/20
2020-2021,6.1,Ratio 80/20
2021-2022,6.0,Ratio 80/20
2022-2023,5.8,Ratio 80/20
2024-2025,5.1,Ratio 80/20
