Year,Value,Units
2016-2017,14.5,Percentage
2017-2018,15.5,Percentage
2018-2019,13.5,Percentage
2019-2020,10.4,Percentage
2020-2021,12.2,Percentage
2021-2022,12.6,Percentage
2022-2023,14.1,Percentage
2024-2025,10.8,Percentage
