Year,Value,Units
2015,0.61,Percentage
2016,0.59,Percentage
2017,0.66,Percentage
2018,0.66,Percentage
2019,0.63,Percentage
2020,0.67,Percentage
2021,0.68,Percentage
2022,0.63,Percentage
2023,0.62,Percentage
2024,0.61,Percentage
2025,0.59,Percentage
