Year,Value,Units
2015,7.69,Percentage
2016,5.71,Percentage
2017,5.83,Percentage
2018,7.34,Percentage
2019,4.9,Percentage
2020,10.68,Percentage
2021,6.58,Percentage
2022,6.96,Percentage
2023,6.19,Percentage
2024,10.91,Percentage
2025,10.83,Percentage
