Year,Value,Units
2015,0.5,Rate per mil
2016,0.3,Rate per mil
2017,0.6,Rate per mil
2018,0.0,Rate per mil
2019,0.0,Rate per mil
2020,0.0,Rate per mil
2021,0.0,Rate per mil
