Year,Value,Units
2015-2016,48.4,Percentage
2016-2017,49.7,Percentage
2017-2018,49.9,Percentage
2018-2019,50.3,Percentage
2019-2020,50.9,Percentage
2020-2021,44.7,Percentage
2021-2022,50.8,Percentage
2022-2023,57.3,Percentage
2023-2024,50.6,Percentage
2024-2025,51.9,Percentage
2025-2026,54.3,Percentage
