Year,Value,Units
2015,0.94,Percentage
2016,0.93,Percentage
2017,0.93,Percentage
2018,0.92,Percentage
2019,0.95,Percentage
2020,1.18,Percentage
2021,1.13,Percentage
2022,1.13,Percentage
2023,1.53,Percentage
2024,1.91,Percentage
