Year,Value,Units
2015-2016,48.5,Percentage
2016-2017,50.1,Percentage
2017-2018,52.6,Percentage
2018-2019,56.5,Percentage
2019-2020,59.8,Percentage
2020-2021,50.7,Percentage
2021-2022,63.7,Percentage
2022-2023,61.1,Percentage
2023-2024,56.8,Percentage
2024-2025,54.4,Percentage
2025-2026,56.0,Percentage
