Year,Value,Units
2016-2017,16.2,Percentage
2017-2018,16.6,Percentage
2018-2019,16.4,Percentage
2019-2020,16.2,Percentage
2020-2021,17.2,Percentage
2021-2022,17.1,Percentage
2022-2023,15.0,Percentage
2024-2025,11.4,Percentage
