Year,Value,Units
2015,5.61,Milion cubic meter
2016,5.87,Milion cubic meter
2017,5.81,Milion cubic meter
2018,5.68,Milion cubic meter
2019,5.52,Milion cubic meter
2020,4.99,Milion cubic meter
2021,5.28,Milion cubic meter
2022,5.74,Milion cubic meter
2023,3.88,Milion cubic meter
2024,3.29,Milion cubic meter
2025,4.44,Milion cubic meter
