Year,Value,Units
2017,0.73,Percentage
2018,0.86,Percentage
2019,0.98,Percentage
2020,1.06,Percentage
2021,1.26,Percentage
2022,1.38,Percentage
2023,1.93,Percentage
2024,1.92,Percentage
2025,1.81,Percentage
