Year,Value,Units
2015,67.7,Percentage
2016,65.5,Percentage
2017,67.6,Percentage
2018,66.7,Percentage
2019,75.4,Percentage
2020,77.4,Percentage
2021,83.3,Percentage
2022,80.4,Percentage
2023,71.7,Percentage
2024,79.2,Percentage
