Year,Value,Units
2015,11.8,Percentage
2016,11.7,Percentage
2017,11.8,Percentage
2018,11.6,Percentage
2019,11.2,Percentage
2020,11.2,Percentage
2021,11.3,Percentage
2022,10.4,Percentage
2023,10.2,Percentage
2024,10.2,Percentage
