Year,Value,Units
2015,105.5,Litres
2016,107.5,Litres
2017,108.3,Litres
2018,107.0,Litres
2019,107.3,Litres
2020,110.4,Litres
2021,106.1,Litres
2022,103.8,Litres
2023,102.7,Litres
2024,98.4,Litres
2025,99.3,Litres
