Year,Units,Value
2016-2017,Porcentaje,14.5
2017-2018,Porcentaje,15.5
2018-2019,Porcentaje,13.5
2019-2020,Porcentaje,10.4
2020-2021,Porcentaje,12.2
2021-2022,Porcentaje,12.6
2022-2023,Porcentaje,14.1
2024-2025,Porcentaje,10.8
