Year,Units,Value
2015,Porcentaje,11.8
2016,Porcentaje,11.7
2017,Porcentaje,11.8
2018,Porcentaje,11.6
2019,Porcentaje,11.2
2020,Porcentaje,11.2
2021,Porcentaje,11.5
2022,Porcentaje,11.3
