Year,Units,Value
2015,Porcentaje,38.6
2016,Porcentaje,41.5
2017,Porcentaje,43.4
2018,Porcentaje,48.6
2019,Porcentaje,45.9
2020,Porcentaje,42.0
2021,Porcentaje,44.2
2022,Porcentaje,44.8
