Year,Units,Value
2015,Porcentaje,45.3
2016,Porcentaje,48.3
2017,Porcentaje,44.7
2018,Porcentaje,45.9
2019,Porcentaje,42.9
2020,Porcentaje,48.8
2021,Porcentaje,40.1
2022,Porcentaje,31.6
2023,Porcentaje,27.5
2024,Porcentaje,32.7
2025,Porcentaje,33.7
