Year,Units,Value
2016,Porcentaje,32.4
2017,Porcentaje,32.3
2018,Porcentaje,33.4
2019,Porcentaje,37.4
2020,Porcentaje,52.8
2021,Porcentaje,53.4
2022,Porcentaje,56.1
2023,Porcentaje,53.4
2024,Porcentaje,54.7
