Year,Units,Value
2018,Porcentaje,13.8
2019,Porcentaje,13.9
2021,Porcentaje,10.5
2022,Porcentaje,10.8
2023,Porcentaje,10.0
2024,Porcentaje,9.8
2025,Porcentaje,10.6
