Year,Units,Value
2014,Número Total,1
2015,Número Total,8
2016,Número Total,12
2017,Número Total,13
2018,Número Total,15
2019,Número Total,23
2020,Número Total,33
2021,Número Total,41
2022,Número Total,63
2023,Número Total,88
2024,Número Total,92
2025,Número Total,111
