Year,Units,Value
2015,Porcentaje,7.2
2016,Porcentaje,8.8
2017,Porcentaje,9.0
2018,Porcentaje,9.1
2019,Porcentaje,9.1
2020,Porcentaje,9.0
2021,Porcentaje,9.2
2022,Porcentaje,9.2
2023,Porcentaje,9.2
2024,Porcentaje,9.1
2025,Porcentaje,9.0
