Year,Units,Value
2015,Porcentaje,0.94
2016,Porcentaje,0.93
2017,Porcentaje,0.93
2018,Porcentaje,0.92
2019,Porcentaje,0.95
2020,Porcentaje,1.18
2021,Porcentaje,1.13
2022,Porcentaje,1.13
2023,Porcentaje,1.53
2024,Porcentaje,1.91
