Year,Units,Value
2015,Porcentaje,35.6
2016,Porcentaje,35.3
2017,Porcentaje,35.7
2018,Porcentaje,37.3
2019,Porcentaje,38.3
2020,Porcentaje,39.2
2021,Porcentaje,39.5
2022,Porcentaje,39.4
2023,Porcentaje,40.7
2024,Porcentaje,41.4
2025,Porcentaje,41.6
