Year,Units,Value
2015-2016,Porcentaje,48.5
2016-2017,Porcentaje,50.1
2017-2018,Porcentaje,52.6
2018-2019,Porcentaje,56.5
2019-2020,Porcentaje,59.8
2020-2021,Porcentaje,50.7
2021-2022,Porcentaje,63.7
2022-2023,Porcentaje,61.1
2023-2024,Porcentaje,56.8
2024-2025,Porcentaje,54.4
2025-2026,Porcentaje,56.0
