Year,Units,Value
2016-2017,Porcentaje,8.6
2017-2018,Porcentaje,7.3
2018-2019,Porcentaje,5.6
2019-2020,Porcentaje,9.1
2020-2021,Porcentaje,11.7
2021-2022,Porcentaje,10.9
2022-2023,Porcentaje,9.1
2024-2025,Porcentaje,11.2
