Year,Units,Value
2015,Índice,0.78
2016,Índice,0.9
2017,Índice,0.8
2018,Índice,0.62
2019,Índice,0.8
2020,Índice,0.65
2021,Índice,0.77
2022,Índice,0.75
2023,Índice,0.81
2024,Índice,0.96
