Year,Units,Value
2015,Porcentaje,22.8
2016,Porcentaje,21.8
2017,Porcentaje,21.9
2018,Porcentaje,21.2
2019,Porcentaje,18.7
2020,Porcentaje,17.5
2021,Porcentaje,17.4
2022,Porcentaje,17.1
2023,Porcentaje,15.7
2024,Porcentaje,15.8
