Year,Units,Value
2017,Índice,107.7
2018,Índice,106.1
2019,Índice,106.5
2020,Índice,107.3
2021,Índice,107.4
2022,Índice,107.9
2023,Índice,111.6
2024,Índice,109.2
2025,Índice,113.6
