Year,Units,Value
2015,Porcentaje,2.71
2016,Porcentaje,1.54
2017,Porcentaje,3.67
2018,Porcentaje,7.06
2019,Porcentaje,9.63
2020,Porcentaje,7.83
2021,Porcentaje,3.83
2022,Porcentaje,3.23
2023,Porcentaje,5.64
2024,Porcentaje,11.91
2025,Porcentaje,10.57
