Year,Units,Value
2015,Porcentaje,1.28
2016,Porcentaje,1.28
2017,Porcentaje,1.31
2018,Porcentaje,1.36
2019,Porcentaje,1.38
2020,Porcentaje,1.39
2021,Porcentaje,1.41
2022,Porcentaje,1.49
2023,Porcentaje,1.55
2024,Porcentaje,1.69
