Year,Units,Value
2015,Porcentaje,27.0
2016,Porcentaje,38.0
2017,Porcentaje,42.0
2018,Porcentaje,34.0
2019,Porcentaje,42.0
2020,Porcentaje,44.0
2021,Porcentaje,69.0
2022,Porcentaje,68.0
2023,Porcentaje,76.0
2024,Porcentaje,84.0
2025,Porcentaje,86.0
