Year,Units,Value
2016,Número Total,63
2017,Número Total,499
2018,Número Total,299
2019,Número Total,357
2020,Número Total,386
2021,Número Total,376
2022,Número Total,362
2023,Número Total,735
2024,Número Total,569
2025,Número Total,739
