Year,Units,Value
2015,Número Total,331055
2016,Número Total,358747
2017,Número Total,348012
2018,Número Total,347975
2019,Número Total,348238
2020,Número Total,188195
2021,Número Total,274265
2022,Número Total,338872
2023,Número Total,340333
2024,Número Total,358459
