Year,Value,Units
2015,38.0,Kg per 1.000 euros of GVA
2016,32.4,Kg per 1.000 euros of GVA
2017,32.2,Kg per 1.000 euros of GVA
2018,35.2,Kg per 1.000 euros of GVA
2019,32.0,Kg per 1.000 euros of GVA
2020,30.4,Kg per 1.000 euros of GVA
2021,31.4,Kg per 1.000 euros of GVA
