Year,Units,Value
2016-2017,Porcentaje,23.1
2017-2018,Porcentaje,23.6
2018-2019,Porcentaje,22.4
2019-2020,Porcentaje,22.4
2020-2021,Porcentaje,25.3
2021-2022,Porcentaje,23.6
2022-2023,Porcentaje,25.2
2024-2025,Porcentaje,21.1
