Year,Units,Value
2020,Millones de euros,8.19
2021,Millones de euros,9.44
2022,Millones de euros,7.05
2023,Millones de euros,3.78
2024,Millones de euros,16.26
2025,Millones de euros,45.99
2026,Millones de euros,34.83
