Year,Units,Value
2016,Porcentaje,50.0
2017,Porcentaje,7.0
2018,Porcentaje,10.0
2019,Porcentaje,7.0
2020,Porcentaje,11.0
2021,Porcentaje,8.0
2022,Porcentaje,4.4
2023,Porcentaje,4.3
2024,Porcentaje,6.0
