Year,Units,Value
2015-2016,Percentage,48.4
2016-2017,Percentage,49.7
2017-2018,Percentage,49.9
2018-2019,Percentage,50.3
2019-2020,Percentage,50.9
2020-2021,Percentage,44.7
2021-2022,Percentage,50.8
2022-2023,Percentage,57.3
2023-2024,Percentage,50.6
2024-2025,Percentage,51.9
2025-2026,Percentage,54.3
