Year,Units,Value
2015,Percentage,45.3
2016,Percentage,48.3
2017,Percentage,44.7
2018,Percentage,45.9
2019,Percentage,42.9
2020,Percentage,48.8
2021,Percentage,40.1
2022,Percentage,31.6
2023,Percentage,27.5
2024,Percentage,32.7
2025,Percentage,33.7
