Year,Units,Value
2015,Percentage,22.8
2016,Percentage,21.8
2017,Percentage,21.9
2018,Percentage,21.2
2019,Percentage,18.7
2020,Percentage,17.5
2021,Percentage,17.4
2022,Percentage,17.1
2023,Percentage,15.7
2024,Percentage,15.8
