Year,Units,Value
2015,Mean,22.9
2016,Mean,28.5
2017,Mean,25.0
2018,Mean,22.2
2019,Mean,20.4
2020,Mean,10.9
2021,Mean,12.4
2022,Mean,14.4
2023,Mean,17.8
2024,Mean,15.0
2025,Mean,13.6
