Year,Units,Value
2014-2015,Percentage,35.6
2015-2016,Percentage,36.8
2016-2017,Percentage,43.0
2017-2018,Percentage,52.6
2018-2019,Percentage,51.5
2019-2020,Percentage,52.1
2020-2021,Percentage,52.0
2021-2022,Percentage,53.1
2022-2023,Percentage,53.7
2023-2024,Percentage,55.2
2024-2025,Percentage,62.2
