Year,Units,Value
2017,Percentage,0.73
2018,Percentage,0.86
2019,Percentage,0.98
2020,Percentage,1.06
2021,Percentage,1.26
2022,Percentage,1.38
2023,Percentage,1.93
2024,Percentage,1.92
2025,Percentage,1.81
