Year,Units,Value
2015,Kg per 1.000 euros of GVA,38.03
2016,Kg per 1.000 euros of GVA,32.43
2017,Kg per 1.000 euros of GVA,32.60
2018,Kg per 1.000 euros of GVA,34.96
2019,Kg per 1.000 euros of GVA,31.80
2020,Kg per 1.000 euros of GVA,33.29
2021,Kg per 1.000 euros of GVA,32.76
2022,Kg per 1.000 euros of GVA,30.24
2023,Kg per 1.000 euros of GVA,32.31
2024,Kg per 1.000 euros of GVA,30.24
