Year,Units,Value
2016-2017,Percentage,7.8
2017-2018,Percentage,9.4
2018-2019,Percentage,10.9
2019-2020,Percentage,12.7
2020-2021,Percentage,17.0
2021-2022,Percentage,20.3
2022-2023,Percentage,20.9
2024-2025,Percentage,13.7
