Year,Units,Value
2016-2017,Percentage,12.1
2017-2018,Percentage,9.9
2018-2019,Percentage,11.4
2019-2020,Percentage,10.0
2020-2021,Percentage,11.7
2021-2022,Percentage,11.9
2022-2023,Percentage,11.3
2024-2025,Percentage,12.5
