Year,Units,Value
2015,Percentage,7.2
2016,Percentage,8.8
2017,Percentage,9.0
2018,Percentage,9.1
2019,Percentage,9.1
2020,Percentage,9.0
2021,Percentage,9.2
2022,Percentage,9.2
2023,Percentage,9.2
2024,Percentage,9.1
2025,Percentage,9.0
