Year,Units,Value
2015,Percentage,2.71
2016,Percentage,1.54
2017,Percentage,3.67
2018,Percentage,7.06
2019,Percentage,9.63
2020,Percentage,7.83
2021,Percentage,3.83
2022,Percentage,3.23
2023,Percentage,5.64
2024,Percentage,11.91
2025,Percentage,10.57
