Year,Units,Value
2015,Litres,159.2
2016,Litres,162.5
2017,Litres,163.6
2018,Litres,161.2
2019,Litres,161.5
2020,Litres,150.1
2021,Litres,147.4
2022,Litres,153.2
2023,Litres,150.1
2024,Litres,142.9
2025,Litres,146.4

