Year,Units,Value
2015,Index,0.78
2016,Index,0.90
2017,Index,0.80
2018,Index,0.62
2019,Index,0.80
2020,Index,0.65
2021,Index,0.77
2022,Index,0.75
2023,Index,0.81
2024,Index,0.96
